SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages
618.0,Radio N-Joy,,,DVB-S2,30000,2/3,12073 H,,50.0,,,Radio N-Joy,https://www.lyngsat.com/radiochannels/bg/Radio-N-Joy.html,,,False,,Bul
618.0,Radio N-Joy,,,DVB-S2,30000,2/3,12073 H,,50.0,,,Radio N-Joy,https://www.lyngsat.com/radiochannels/bg/Radio-N-Joy.html,,,False,,Bul
619.0,Radio Z-Rock,,,DVB-S2,30000,2/3,12073 H,,50.0,,,Radio Z-Rock,https://www.lyngsat.com/radiochannels/bg/Radio-Z-Rock.html,,,False,,Bul
619.0,Radio Z-Rock,,,DVB-S2,30000,2/3,12073 H,,50.0,,,Radio Z-Rock,https://www.lyngsat.com/radiochannels/bg/Radio-Z-Rock.html,,,False,,Bul
620.0,Radio Veselina,,,DVB-S2,30000,2/3,12073 H,,50.0,,,Radio Veselina,https://www.lyngsat.com/radiochannels/bg/Radio-Veselina.html,,,False,,Bul
620.0,Radio Veselina,,,DVB-S2,30000,2/3,12073 H,,50.0,,,Radio Veselina,https://www.lyngsat.com/radiochannels/bg/Radio-Veselina.html,,,False,,Bul
597.0,Radio Veronika,,,DVB-S2,30000,2/3,12092 V,,50.0,,,Radio Veronika,https://www.lyngsat.com/radiochannels/bg/Radio-Veronika.html,,,False,,Bul
597.0,Radio Veronika,,,DVB-S2,30000,2/3,12092 V,,50.0,,,Radio Veronika,https://www.lyngsat.com/radiochannels/bg/Radio-Veronika.html,,,False,,Bul
598.0,The Voice Bulgaria,,,DVB-S2,30000,2/3,12092 V,,50.0,,,The Voice Bulgaria,https://www.lyngsat.com/radiochannels/dk/The-Voice-Bulgaria.html,,,False,,Bul
599.0,Magic FM (Bulgaria),,,DVB-S2,30000,2/3,12092 V,,50.0,,,Magic FM (Bulgaria),https://www.lyngsat.com/radiochannels/bg/Magic-FM.html,,,False,,Bul
599.0,Magic FM (Bulgaria),,,DVB-S2,30000,2/3,12092 V,,50.0,,,Magic FM (Bulgaria),https://www.lyngsat.com/radiochannels/bg/Magic-FM.html,,,False,,Bul
522.0,ERT World,HEVC,1610.0,DVB-S2,30000,2/3,12149 H,,50.0,,,ERT World,https://www.lyngsat.com/tvchannels/gr/ERT-World.html,,,False,,Gre
530.0,TRT World,MPEG-4/SD,1650.0,DVB-S2,30000,2/3,12149 H,,50.0,,,TRT World,https://www.lyngsat.com/tvchannels/tr/TRT-World.html,,,False,,Eng
530.0,TRT World,MPEG-4/SD,1650.0,DVB-S2,30000,2/3,12149 H,,50.0,,,TRT World,https://www.lyngsat.com/tvchannels/tr/TRT-World.html,,,False,,Eng
533.0,Freedom,MPEG-4/SD,1665.0,DVB-S2,30000,2/3,12149 H,,50.0,,,Freedom,https://www.lyngsat.com/tvchannels/ua/Freedom.html,,,False,,Rus
533.0,Freedom,MPEG-4/SD,1665.0,DVB-S2,30000,2/3,12149 H,,50.0,,,Freedom,https://www.lyngsat.com/tvchannels/ua/Freedom.html,,,False,,Rus
534.0,Kanal 3,MPEG-4/SD,1670.0,DVB-S2,30000,2/3,12149 H,,50.0,,,Kanal 3,https://www.lyngsat.com/tvchannels/bg/Kanal-3.html,,,False,,Bul
538.0,Radio 1 (Bulgaria),,,DVB-S2,30000,2/3,12149 H,,50.0,,,Radio 1 (Bulgaria),https://www.lyngsat.com/radiochannels/bg/Radio-1.html,,,False,,Bul
538.0,Radio 1 (Bulgaria),,,DVB-S2,30000,2/3,12149 H,,50.0,,,Radio 1 (Bulgaria),https://www.lyngsat.com/radiochannels/bg/Radio-1.html,,,False,,Bul
538.0,Radio 1 (Bulgaria),,,DVB-S2,30000,2/3,12149 H,,50.0,,,Radio 1 (Bulgaria),https://www.lyngsat.com/radiochannels/bg/Radio-1.html,,,False,,Bul
538.0,Radio 1 (Bulgaria),,,DVB-S2,30000,2/3,12149 H,,50.0,,,Radio 1 (Bulgaria),https://www.lyngsat.com/radiochannels/bg/Radio-1.html,,,False,,Bul
566.0,Radio 1 (Bulgaria),,,DVB-S2,30000,2/3,12169 V,,50.0,,,Radio 1 (Bulgaria),https://www.lyngsat.com/radiochannels/bg/Radio-1.html,,,False,,Bul
566.0,Radio 1 (Bulgaria),,,DVB-S2,30000,2/3,12169 V,,50.0,,,Radio 1 (Bulgaria),https://www.lyngsat.com/radiochannels/bg/Radio-1.html,,,False,,Bul
566.0,Radio 1 (Bulgaria),,,DVB-S2,30000,2/3,12169 V,,50.0,,,Radio 1 (Bulgaria),https://www.lyngsat.com/radiochannels/bg/Radio-1.html,,,False,,Bul
566.0,Radio 1 (Bulgaria),,,DVB-S2,30000,2/3,12169 V,,50.0,,,Radio 1 (Bulgaria),https://www.lyngsat.com/radiochannels/bg/Radio-1.html,,,False,,Bul
540.0,TVR International,HEVC/SD,1700.0,DVB-S2,30000,2/3,12169 V,,50.0,,,TVR International,https://www.lyngsat.com/tvchannels/ro/TVR-International.html,,,False,,Rum
540.0,TVR International,HEVC/SD,1700.0,DVB-S2,30000,2/3,12169 V,,50.0,,,TVR International,https://www.lyngsat.com/tvchannels/ro/TVR-International.html,,,False,,Rum
