SID,Provider/Channel,Compression,VPID,system_alt,sr_alt,fec_alt,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,Pkg_Name,Pkg_URL,is_Provider,Provider,Languages
1,TRC TV,?-?MPEG-4/HD,256.0,DVB-S2,3000.0,5/6,3712 V,tp 1,,,,,,,,False,,Spa
,VA+,,,DVB-S2,5833.0,3/4,3991 V,tp 15,,,https://www.lyngsat.com/providers/mx/VA-.html,,,,,True,VA+,
1,VA+ TV,MPEG-2/HD,49.0,DVB-S2,5833.0,3/4,3991 V,tp 15,,,,VA+ TV,https://www.lyngsat.com/tvchannels/mx/VA--TV.html,,,False,VA+,Spa
2,UAA TV,MPEG-2/SD,65.0,DVB-S2,5833.0,3/4,3991 V,tp 15,,,,UAA TV,https://www.lyngsat.com/tvchannels/mx/UAA-TV.html,,,False,VA+,Spa
2,UAA TV,MPEG-2/SD,65.0,DVB-S2,5833.0,3/4,3991 V,tp 15,,,,UAA TV,https://www.lyngsat.com/tvchannels/mx/UAA-TV.html,,,False,VA+,Spa
3,Once niñas y niños,MPEG-2/SD,81.0,DVB-S2,5833.0,3/4,3991 V,tp 15,,,,Once niñas y niños,https://www.lyngsat.com/tvchannels/mx/Once-ninas-y-ninos.html,,,False,VA+,Spa
,,,,DVB-S2,5833.0,3/4,3997 V,tp 15,,,,,,,,False,VA+,
,,120-303,,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,,,,,False,VA+,
,,,,DVB-S2,30000.0,5/6,4060 H,tp 18,,Digicipher,,,,,,False,VA+,
,,,,DVB-S2,30000.0,5/6,4080 V,tp 19,,Digicipher,,,,,,False,VA+,
,,,,DVB-S2,7960.0,5/6,4147 V,tp 23,,,,,,,,False,VA+,
10,Golf Channel US,MPEG-4/HD,110.0,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,Golf Channel US,https://www.lyngsat.com/tvchannels/us/Golf-Channel-US.html,,,False,VA+,Eng Spa
13,Golf Channel US Alternate,MPEG-4/HD,410.0,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,Golf Channel US Alternate,https://www.lyngsat.com/tvchannels/us/Golf-Channel-US-Alternate.html,,,False,VA+,Eng Spa
15,Universal Kids West,MPEG-4/HD,610.0,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,Universal Kids West,https://www.lyngsat.com/tvchannels/us/Universal-Kids-West.html,,,False,VA+,Eng
16,(NBC feeds),,710.0,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,,,,,False,VA+,
17,Telemundo Oeste,MPEG-4/SD,170.0,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,Telemundo Oeste,https://www.lyngsat.com/tvchannels/us/Telemundo-Oeste.html,,,False,VA+,Spa
17,Telemundo Oeste,MPEG-4/SD,170.0,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,Telemundo Oeste,https://www.lyngsat.com/tvchannels/us/Telemundo-Oeste.html,,,False,VA+,Spa
21,Telemundo Oeste,MPEG-4/HD,210.0,DVB-S2,30000.0,5/6,4140 H,tp 22,,BISS,,Telemundo Oeste,https://www.lyngsat.com/tvchannels/us/Telemundo-Oeste.html,,,False,VA+,Spa
21,Telemundo Oeste,MPEG-4/HD,210.0,DVB-S2,30000.0,5/6,4140 H,tp 22,,BISS,,Telemundo Oeste,https://www.lyngsat.com/tvchannels/us/Telemundo-Oeste.html,,,False,VA+,Spa
18,TV One (USA),MPEG-4/HD,180.0,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,TV One (USA),https://www.lyngsat.com/tvchannels/us/TV-One.html,,,False,VA+,Eng
31,E! West,MPEG-4/HD,310.0,DVB-S2,30000.0,5/6,4020 H,tp 16,,PowerVu,,E! West,https://www.lyngsat.com/tvchannels/us/E-West.html,,,False,VA+,Eng
81,Oxygen True Crime East,MPEG-4/HD,810.0,DVB-S2,30000.0,5/6,4020 H,tp 16,,,,Oxygen True Crime East,https://www.lyngsat.com/tvchannels/us/Oxygen-True-Crime-East.html,,,False,VA+,Eng
,A Más +,?-1,,DVB-S2,5000.0,5/6,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html,,,True,A Más +,
,A Más +,?-1,,DVB-S2,5000.0,5/6,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html,,,True,A Más +,
,A Más +,?-1,,DVB-S2,5000.0,5/6,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html,,,True,A Más +,
1*,A Más +,HEVC/HD,1131.0,DVB-S2,5000.0,5/6,4025 V,tp 16,,,https://www.lyngsat.com/providers/mx/A-Mas--.html,A Más +,https://www.lyngsat.com/tvchannels/mx/A-Mas--.html,,,True,A Más +,Spa
