Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL
11082 Htp 41Pan Europe0,DVB-S28PSK220003/4,,Sky Deutschland,,1-1041,,7.9,IrdetoMarlinNagravisionViaccessVideoguard,D de Jong230815,11082 H,tp 41,0,"Irdeto,Marlin,Nagravision,Viaccess,Videoguard",,,
11914 Htp 75Pan Europe0,DVB-S2QPSK275009/10,,Sky Deutschland,,133-6,,6.4,Videoguard,DXAndyD Shimoni230201,11914 H,tp 75,0,Videoguard,,,
12032 Htp 81Pan Europe0,DVB-S2QPSK275009/10,,Sky Deutschland,,133-4,,6.4,Videoguard,D Shimoni231210,12032 H,tp 81,0,Videoguard,,,
12304 Htp 95Pan Europe0,DVB-S2QPSK275009/10,,Sky Deutschland,,133-12,,6.4,Videoguard,DXAndy230322,12304 H,tp 95,0,Videoguard,,,
12382 Htp 99Pan Europe0,DVB-S28PSK275003/4,,Sky Deutschland,,133-11,,7.9,Videoguard,DXAndyD Shimoni230322,12382 H,tp 99,0,Videoguard,,,
11464 Htp 17Pan Europe0,DVB-S28PSK220002/3,,HD+,,1-1017,,6.6,IrdetoMarlinNagravisionViaccessVideoguard,DXAndy200529,11464 H,tp 17,0,"Irdeto,Marlin,Nagravision,Viaccess,Videoguard",https://www.lyngsat.com/providers/de/HD-.html,,
12640 Vtp 114Pan Europe0,DVB-S28PSK235003/4,,HD+,,1-1114,,7.9,MarlinNagravisionVideoguard,M Al-Taie231211,12640 V,tp 114,0,"Marlin,Nagravision,Videoguard",https://www.lyngsat.com/providers/de/HD-.html,,
12670 Vtp 116Pan Europe0,DVB-S28PSK235003/4,,HD+,,1-1116,,7.9,MarlinNagravisionVideoguard,M Al-Taie231211,12670 V,tp 116,0,"Marlin,Nagravision,Videoguard",https://www.lyngsat.com/providers/de/HD-.html,,
11464 Htp 17Pan Europe0,DVB-S28PSK220002/3,61300,Sat. 1 Deutschland,,MPEG-4/HD,255,259 Ger,MarlinNagravisionVideoguard,,11464 H,tp 17,0,"Marlin,Nagravision,Videoguard",,Sat. 1 Deutschland,https://www.lyngsat.com/tvchannels/de/Sat-1-Deutschland.html
11464 Htp 17Pan Europe0,DVB-S28PSK220002/3,61301,ProSieben Deutschland,,MPEG-4/HD,511,515 Ger,MarlinNagravisionVideoguard,,11464 H,tp 17,0,"Marlin,Nagravision,Videoguard",,ProSieben Deutschland,https://www.lyngsat.com/tvchannels/de/ProSieben-Deutschland.html
