Freq/beam,SR/FEC,SID,Provider/Channel,undef,Compression,VPID,Audio,Encryption,Src_Updated,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider
3634 Htp 1AC38.5,DVB-S28PSK60003/5,,Kantipur Media Group,,65280-0,,5.5,,C Sutton210306,3634 H,tp 1A,38.5,,https://www.lyngsat.com/providers/np/Kantipur-Media-Group.html,,,True,Kantipur Media Group
3634 Htp 1AC38.5,DVB-S28PSK60003/5,101,Kantipur TV,,MPEG-4/HD,257.0,258 Nep,,,3634 H,tp 1A,38.5,,,Kantipur TV,https://www.lyngsat.com/tvchannels/np/Kantipur-TV.html,False,Kantipur Media Group
3634 Htp 1AC38.5,DVB-S28PSK60003/5,101,Kantipur TV,,MPEG-4/HD,257.0,258 Nep,,,3634 H,tp 1A,38.5,,,Kantipur TV,https://www.lyngsat.com/tvchannels/np/Kantipur-TV.html,False,Kantipur Media Group
3634 Htp 1AC38.5,DVB-S28PSK60003/5,111,Kantipur Max,,MPEG-4/HD,3001.0,3002 Nep,,,3634 H,tp 1A,38.5,,,Kantipur Max,https://www.lyngsat.com/tvchannels/np/Kantipur-Max.html,False,Kantipur Media Group
3695 Htp 2AC,DVB-S2QPSK47003/5,,(feeds),,,,,,N Stanislav240324,3695 H,tp 2A,,,,,,False,Kantipur Media Group
3832 Vtp 5BC,DVB-S61113/4,,(feeds),,,,,,I Perera070224,3832 V,tp 5B,,,,,,False,Kantipur Media Group
3834 Htp 6AC,DVB-S28PSK98753/4,,(feeds),,,,,,N Stanislav230924,3834 H,tp 6A,,,,,,False,Kantipur Media Group
3852 Htp 6AC,DVB-S28PSK98753/4,,(feeds),,,,,,N Stanislav221203,3852 H,tp 6A,,,,,,False,Kantipur Media Group
3914 Vtp 7BC,DVB-S32553/4,,(feeds),,,,,,I Perera071208,3914 V,tp 7B,,,,,,False,Kantipur Media Group
4035 Htp 11AC,DVB-S28PSK67003/4,,(feeds),,,,,,N Stanislav220911,4035 H,tp 11A,,,,,,False,Kantipur Media Group
4045 Htp 11AC,DVB-S28PSK67003/4,,(feeds),,,,,,N Stanislav220911,4045 H,tp 11A,,,,,,False,Kantipur Media Group
4047 Vtp 11BC,DVB-S28PSK72003/4,,(feeds),,,,,,N Stanislav220717,4047 V,tp 11B,,,,,,False,Kantipur Media Group
4054 Htp 11AC,DVB-S28PSK67003/4,,(feeds),,,,,,N Stanislav220911,4054 H,tp 11A,,,,,,False,Kantipur Media Group
4058 Vtp 11BC,DVB-S28PSK96003/4,,(feeds),,,,,,Anonymous200212,4058 V,tp 11B,,,,,,False,Kantipur Media Group
4065 Vtp 11BC,DVB-S28PSK50003/4,,(feeds),,,,,,N Stanislav231104,4065 V,tp 11B,,,,,,False,Kantipur Media Group
4070 Vtp 11BC,DVB-S28PSK48003/4,,(feeds),,,,,,Anonymous200212,4070 V,tp 11B,,,,,,False,Kantipur Media Group
4075 Vtp 11BC,DVB-S28PSK48003/4,,(feeds),,,,,,Anonymous200212,4075 V,tp 11B,,,,,,False,Kantipur Media Group
4145 Htp 14AC,DVB-S48003/4,,(feeds),,,,,,Anonymous171130,4145 H,tp 14A,,,,,,False,Kantipur Media Group
4158 Htp 14AC,DVB-S32003/4,,(feeds),,,,,,Albert I200901,4158 H,tp 14A,,,,,,False,Kantipur Media Group
4165 Htp 14AC,DVB-S28PSK71203/4,,(feeds),,,,,,Anonymous190920,4165 H,tp 14A,,,,,,False,Kantipur Media Group
4174 Htp 14AC,DVB-S28PSK72003/4,,(feeds),,,,,,N Stanislav220717,4174 H,tp 14A,,,,,,False,Kantipur Media Group
4188 Vtp 14BC,DVB-S32003/4,,(feeds),,,,,,M Hajdú131114,4188 V,tp 14B,,,,,,False,Kantipur Media Group
10954 V,DVB-S2QPSK48003/4,,(feeds),,,,,,Bulek Sps180317,10954 V,,,,,,,False,Kantipur Media Group
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,,TeleNest,,10201-10201,,5.5,,N Stanislav240207,3745 V,tp 3B,38.5,,https://www.lyngsat.com/providers/pk/TeleNest.html,,,True,TeleNest
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,,TeleNest,,10201-10201,,5.5,,N Stanislav240207,3745 V,tp 3B,38.5,,https://www.lyngsat.com/providers/pk/TeleNest.html,,,True,TeleNest
3753 Vtp 3BC38.5,DVB-S28PSK83303/5,,TeleNest,,1339-10103,,5.5,,N Stanislav240330,3753 V,tp 3B,38.5,,https://www.lyngsat.com/providers/pk/TeleNest.html,,,True,TeleNest
3753 Vtp 3BC38.5,DVB-S28PSK83303/5,,TeleNest,,1339-10103,,5.5,,N Stanislav240330,3753 V,tp 3B,38.5,,https://www.lyngsat.com/providers/pk/TeleNest.html,,,True,TeleNest
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,5,Metro 1 News,,MPEG-4/SD,351.0,352 Urd,,,3745 V,tp 3B,38.5,,,Metro 1 News,https://www.lyngsat.com/tvchannels/pk/Metro-1-News.html,False,TeleNest
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,10,VSH News,,MPEG-4/SD,357.0,358,,,3745 V,tp 3B,38.5,,,VSH News,https://www.lyngsat.com/tvchannels/pk/VSH-News.html,False,TeleNest
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,15,Special TV,,MPEG-4/HD,363.0,364,,,3745 V,tp 3B,38.5,,,Special TV,https://www.lyngsat.com/tvchannels/--/Special-TV.html,False,TeleNest
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,25,Sab TV,,MPEG-4/HD,366.0,367 Urd,,,3745 V,tp 3B,38.5,,,Sab TV,https://www.lyngsat.com/tvchannels/pk/Sab-TV.html,False,TeleNest
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,33,Venus Entertainment,,MPEG-4/HD,385.0,386,,,3745 V,tp 3B,38.5,,,Venus Entertainment,https://www.lyngsat.com/tvchannels/pk/Venus-Entertainment.html,False,TeleNest
3745 Vtp 3BC38.5,DVB-S28PSK50003/5,35,Channel Five,,MPEG-4/SD,391.0,392 Urd,,,3745 V,tp 3B,38.5,,,Channel Five,https://www.lyngsat.com/tvchannels/pk/Channel-Five.html,False,TeleNest
3753 Vtp 3BC38.5,DVB-S28PSK83303/5,1,KidZone+ Pakistan,,MPEG-4/HD,508.0,509 Urd,,,3753 V,tp 3B,38.5,,,KidZone+ Pakistan,https://www.lyngsat.com/tvchannels/ee/KidZone--Pakistan.html,False,TeleNest
3753 Vtp 3BC38.5,DVB-S28PSK83303/5,10,Planet Fun,,MPEG-4/HD,502.0,503 Eng,,,3753 V,tp 3B,38.5,,,Planet Fun,https://www.lyngsat.com/tvchannels/uk/Planet-Fun.html,False,TeleNest
3753 Vtp 3BC38.5,DVB-S28PSK83303/5,15,Inplus,,MPEG-4/HD,520.0,5.1 Eng,,,3753 V,tp 3B,38.5,,,Inplus,https://www.lyngsat.com/tvchannels/nl/Inplus.html,False,TeleNest
3753 Vtp 3BC38.5,DVB-S28PSK83303/5,20,LTN Family,,MPEG-4/SD,538.0,539,,,3753 V,tp 3B,38.5,,,LTN Family,https://www.lyngsat.com/tvchannels/pk/LTN-Family.html,False,TeleNest
3753 Vtp 3BC38.5,DVB-S28PSK83303/5,23,Filmax,,MPEG-4/SD,546.0,547 Urd,,,3753 V,tp 3B,38.5,,,Filmax,https://www.lyngsat.com/tvchannels/pk/Filmax.html,False,TeleNest
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,,APT,,1-1,,7.9,,N Stanislav240101,3780 V,tp 4B,38.5,,https://www.lyngsat.com/providers/hk/APT.html,,,True,APT
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,64,Macau Lotus TV,,MPEG-4/HD,1040.0,1056 Chi,,,3780 V,tp 4B,38.5,,,Macau Lotus TV,https://www.lyngsat.com/tvchannels/mo/Macau-Lotus-TV.html,False,APT
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,101,HKS TV,,MPEG-4/HD,53.0,51 Chi,,,3780 V,tp 4B,38.5,,,HKS TV,https://www.lyngsat.com/tvchannels/hk/HKS-TV.html,False,APT
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,102,HKS TV Variety,,MPEG-4/SD,39.0,33 Chi,,,3780 V,tp 4B,38.5,,,HKS TV Variety,https://www.lyngsat.com/tvchannels/hk/HKS-TV-Variety.html,False,APT
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,103,HKS TV Travel,,MPEG-4/HD,47.0,46 Chi,,,3780 V,tp 4B,38.5,,,HKS TV Travel,https://www.lyngsat.com/tvchannels/hk/HKS-TV-Travel.html,False,APT
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,104,HKS TV Fashion,,MPEG-4/HD,57.0,56 Chi,,,3780 V,tp 4B,38.5,,,HKS TV Fashion,https://www.lyngsat.com/tvchannels/hk/HKS-TV-Fashion.html,False,APT
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,105,HKS TV Finance,,MPEG-4/HD,6545.0,6546 Chi,,,3780 V,tp 4B,38.5,,,HKS TV Finance,https://www.lyngsat.com/tvchannels/hk/HKS-TV-Finance.html,False,APT
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,106,HKS TV International,,MPEG-4/SD,1282.0,1283 Chi,,,3780 V,tp 4B,38.5,,,HKS TV International,https://www.lyngsat.com/tvchannels/hk/HKS-TV-International.html,False,APT
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,401,Eurosport Asia,,MPEG-2/SD,4011.0,4012 Eng,ABV,,3780 V,tp 4B,38.5,ABV,,Eurosport Asia,https://www.lyngsat.com/tvchannels/fr/Eurosport-Asia.html,False,APT
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,401,Eurosport Asia,,MPEG-2/SD,4011.0,4012 Eng,ABV,,3780 V,tp 4B,38.5,ABV,,Eurosport Asia,https://www.lyngsat.com/tvchannels/fr/Eurosport-Asia.html,False,APT
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,501,Eurosport Asia,,MPEG-4/HD,5011.0,5012 Eng,ABV,,3780 V,tp 4B,38.5,ABV,,Eurosport Asia,https://www.lyngsat.com/tvchannels/fr/Eurosport-Asia.html,False,APT
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,501,Eurosport Asia,,MPEG-4/HD,5011.0,5012 Eng,ABV,,3780 V,tp 4B,38.5,ABV,,Eurosport Asia,https://www.lyngsat.com/tvchannels/fr/Eurosport-Asia.html,False,APT
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,1001,FashionTV Asia,,MPEG-4/HD,1101.0,1102,,,3780 V,tp 4B,38.5,,,FashionTV Asia,https://www.lyngsat.com/tvchannels/fr/FashionTV-Asia.html,False,APT
3780 Vtp 4BC38.5,DVB-S28PSK300003/4,1002,FashionTV India,,MPEG-4/SD,1201.0,1202,,,3780 V,tp 4B,38.5,,,FashionTV India,https://www.lyngsat.com/tvchannels/fr/FashionTV-India.html,False,APT
