SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country,Provider_Country
,DishHome,1-2,,10735 V,,0,"Conax,Latens,Verimatrix",,,,False,,1/2,45000,DVB-S2,,,
,DishHome,1-4,,10789 V,,0,"Conax,Latens,Verimatrix",,,,False,,1/2,45000,DVB-S2,,,
,DishHome,1-1,,10860 V,tp 51,0,"Conax,Latens,Verimatrix",,,,False,,1/2,45000,DVB-S2,,,
,DishHome,1-3,,10914 V,,0,"Conax,Latens,Verimatrix",,,,False,,2/3,45000,DVB-S2,,,
,DishHome,2-1,,11235 V,,0,"Conax,Latens,Verimatrix",,,,False,,2/3,45000,DVB-S2,,,
,DishHome,,,11289 V,,0,"Conax,Latens,Verimatrix",,,,False,,2/3,45000,DVB-S2,,,
,DishHome,,,11360 V,,0,"Conax,Latens,Verimatrix",,,,False,,2/3,45000,DVB-S2,,,
,DishHome,,,12660 V,,0,"Conax,Latens,Verimatrix",,,,False,,2/3,45000,DVB-S2,,,
,DishHome,,,12714 V,,0,"Conax,Latens,Verimatrix",,,,False,,2/3,45000,DVB-S2,,,
100.0,DishHome Showcase,MPEG-4/SD,1209.0,10860 V,tp 51,0,,,DishHome Showcase,https://www.lyngsat.com/tvchannels/np/DishHome-Showcase.html,False,,1/2,45000,DVB-S2,Nep,np,
1008.0,BFBS Gurkha Network,,,10860 V,tp 51,0,,,BFBS Gurkha Network,https://www.lyngsat.com/radiochannels/uk/BFBS-Gurkha-Network.html,False,,1/2,45000,DVB-S2,,uk,
1008.0,BFBS Gurkha Network,,,10860 V,tp 51,0,,,BFBS Gurkha Network,https://www.lyngsat.com/radiochannels/uk/BFBS-Gurkha-Network.html,False,,1/2,45000,DVB-S2,,uk,
101.0,DishHome Showcase 2,MPEG-4/SD,1286.0,10914 V,,0,,,DishHome Showcase 2,https://www.lyngsat.com/tvchannels/np/DishHome-Showcase-2.html,False,,2/3,45000,DVB-S2,Nep,np,
