SID,Provider/Channel,Compression,VPID,freq_alt,beam_alt,eirp_alt,encryption_alt,Provider_URL,Channel,Channel_URL,is_Provider,Provider,FEC,SR,SYSTEM,Languages,Channel_Country
1000,Himalaya TV,?-?MPEG-4/HD,1001.0,3639 H,tp 1H,36-40,,,,,False,,3/4,2915.0,DVB-S2,Nep,
,Sahara Samay,,,3652 V,tp 1V,36-40,,https://www.lyngsat.com/providers/in/Sahara-Samay.html,,,True,Sahara Samay,3/4,14100.0,DVB-S1,,
1,Sahara One,MPEG-2/SD,512.0,3652 V,tp 1V,36-40,,,Sahara One,https://www.lyngsat.com/tvchannels/in/Sahara-One.html,False,Sahara Samay,3/4,14100.0,DVB-S1,Hin,in
2,Samay National,MPEG-2/SD,513.0,3652 V,tp 1V,36-40,,,Samay National,https://www.lyngsat.com/tvchannels/in/Samay-National.html,False,Sahara Samay,3/4,14100.0,DVB-S1,Hin,in
3,Samay Rajasthan,MPEG-2/SD,514.0,3652 V,tp 1V,36-40,,,Samay Rajasthan,https://www.lyngsat.com/tvchannels/in/Samay-Rajasthan.html,False,Sahara Samay,3/4,14100.0,DVB-S1,Hin,in
4,Samay Maharashtra/Gujarat,MPEG-2/SD,515.0,3652 V,tp 1V,36-40,,,Samay Maharashtra/Gujarat,https://www.lyngsat.com/tvchannels/in/Samay-Maharashtra-Gujarat.html,False,Sahara Samay,3/4,14100.0,DVB-S1,Hin,in
5,Samay UP/Uttarakhand,MPEG-2/SD,516.0,3652 V,tp 1V,36-40,,,Samay UP/Uttarakhand,https://www.lyngsat.com/tvchannels/in/Samay-UP-Uttarakhand.html,False,Sahara Samay,3/4,14100.0,DVB-S1,Hin,in
6,Samay Bihar/Jharkhand,MPEG-2/SD,517.0,3652 V,tp 1V,36-40,,,Samay Bihar/Jharkhand,https://www.lyngsat.com/tvchannels/in/Samay-Bihar-Jharkhand.html,False,Sahara Samay,3/4,14100.0,DVB-S1,Hin,in
7,Aalami Samay,MPEG-2/SD,518.0,3652 V,tp 1V,36-40,,,Aalami Samay,https://www.lyngsat.com/tvchannels/in/Aalami-Samay.html,False,Sahara Samay,3/4,14100.0,DVB-S1,Urd,in
8,Samay MP/Chhattisgarh,MPEG-2/SD,519.0,3652 V,tp 1V,36-40,,,Samay MP/Chhattisgarh,https://www.lyngsat.com/tvchannels/in/Samay-MP-Chhattisgarh.html,False,Sahara Samay,3/4,14100.0,DVB-S1,Hin,in
9,Filmy,MPEG-2/SD,520.0,3652 V,tp 1V,36-40,,,Filmy,https://www.lyngsat.com/tvchannels/in/Filmy.html,False,Sahara Samay,3/4,14100.0,DVB-S1,Hin,in
12,Firangi,MPEG-2/SD,523.0,3652 V,tp 1V,36-40,,,Firangi,https://www.lyngsat.com/tvchannels/in/Firangi.html,False,Sahara Samay,3/4,14100.0,DVB-S1,,in
,,,,3656 H,tp 1H,36-40,,,,,False,Sahara Samay,,,,,
,,,,3663 V,tp 1V,36-40,,,,,False,Sahara Samay,3/4,3333.0,DVB-S2,,
,,,,3709 V,tp 2V,36-40,Irdeto,,,,False,Sahara Samay,3/4,15000.0,DVB-S2,,
,,1-2,,3760 H,tp 4H,36-40,,,,,False,Sahara Samay,7/8,26000.0,DVB-S2,,
,,,,3860 V,tp 6V,36-40,,,,,False,Sahara Samay,,,,,
